entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lots,pnl_points,pnl_dollars,reason,capital,be_moved
2025-10-15 09:00:00,2025-10-15 16:00:00,long,4192.48,4199.155,4170.962285714285,4246.274285714285,0.05,6.675000000000182,33.37500000000091,SessionEnd,10976.513657142837,False
2025-10-27 13:00:00,2025-10-27 16:00:00,short,4022.23,3999.44,4016.1987142857142,3955.369642857143,0.04,22.789999999999964,91.15999999999985,SessionEnd,11067.673657142837,True
2025-10-30 12:00:00,2025-10-30 13:00:00,short,3961.48,3992.2325714285716,3992.2325714285716,3884.5985714285716,0.04,-30.752571428571628,-123.01028571428651,SL,10944.66337142855,False
2025-11-12 08:00:00,2025-11-12 15:00:00,long,4131.495,4170.715714285714,4115.806714285714,4170.715714285714,0.07,39.220714285714166,274.5449999999992,TP,11219.20837142855,False
2025-11-12 15:00:00,2025-11-12 16:00:00,long,4181.495,4196.51,4162.233714285714,4229.648214285714,0.06,15.015000000000327,90.09000000000196,SessionEnd,11309.298371428553,False
2025-11-26 15:00:00,2025-11-26 16:00:00,long,4165.43,4167.15,4147.264142857143,4210.844642857143,0.06,1.7199999999993452,10.319999999996071,SessionEnd,11319.618371428549,False
2025-12-04 12:00:00,2025-12-04 14:00:00,short,4190.47,4204.447,4204.447,4155.5275,0.08,-13.976999999999862,-111.8159999999989,SL,11207.80237142855,False
2025-12-11 15:00:00,2025-12-11 16:00:00,long,4256.125,4273.655,4256.625,4301.011428571428,0.06,17.529999999999745,105.17999999999847,SessionEnd,11312.982371428549,True
2025-12-18 13:00:00,2025-12-18 14:00:00,long,4336.65,4325.683714285714,4325.683714285714,4364.0657142857135,0.1,-10.966285714285732,-109.66285714285732,SL,11203.319514285691,False
2025-12-18 15:00:00,2025-12-18 16:00:00,long,4338.395,4371.512857142858,4325.147857142858,4371.512857142858,0.08,33.11785714285725,264.942857142858,TP,11468.26237142855,False
2025-12-26 13:00:00,2025-12-26 16:00:00,long,4525.195,4536.33,4529.434857142857,4570.313928571428,0.06,11.135000000000218,66.81000000000131,SessionEnd,11535.07237142855,True
2025-12-31 08:00:00,2025-12-31 13:00:00,short,4307.74,4340.074428571428,4340.074428571428,4226.903928571429,0.04,-32.33442857142836,-129.33771428571345,SL,11405.734657142837,False
2026-01-06 11:00:00,2026-01-06 15:00:00,long,4463.525,4467.681142857143,4467.681142857143,4512.228928571429,0.06,4.156142857143095,24.93685714285857,SL,11430.671514285696,True
2026-01-06 15:00:00,2026-01-06 16:00:00,long,4478.46,4488.38,4458.224142857143,4529.049642857142,0.06,9.920000000000073,59.52000000000044,SessionEnd,11490.191514285696,False
2026-01-13 15:00:00,2026-01-13 16:00:00,long,4619.165,4599.8484285714285,4599.8484285714285,4667.456428571429,0.06,-19.31657142857148,-115.89942857142887,SL,11374.292085714267,False
2026-01-23 15:00:00,2026-01-23 16:00:00,long,4960.64,4980.43,4961.14,5023.382857142858,0.05,19.789999999999964,98.94999999999982,SessionEnd,11473.242085714268,True
2026-01-30 12:00:00,2026-01-30 16:00:00,short,5064.675,4985.7,5064.175,4773.941785714285,0.01,78.97500000000036,78.97500000000036,SessionEnd,11552.217085714268,True
2026-02-09 11:00:00,2026-02-09 16:00:00,long,5010.83,5073.57,5037.851571428571,5123.623571428571,0.03,62.73999999999978,188.21999999999935,SessionEnd,11740.437085714268,True
2026-02-12 13:00:00,2026-02-12 14:00:00,long,5075.455,5052.317714285714,5052.317714285714,5133.2982142857145,0.05,-23.13728571428601,-115.68642857143004,SL,11624.750657142838,False
2026-02-13 10:00:00,2026-02-13 13:00:00,short,4950.1,4986.055428571429,4986.055428571429,4860.211428571428,0.03,-35.955428571428456,-107.86628571428537,SL,11516.884371428554,False
2026-02-20 15:00:00,2026-02-20 16:00:00,long,5042.805,5066.765,5014.433142857143,5113.734642857143,0.04,23.960000000000036,95.84000000000015,SessionEnd,11612.724371428554,False
2026-02-23 14:00:00,2026-02-23 16:00:00,long,5192.825,5210.16,5166.351285714285,5259.009285714285,0.04,17.335000000000036,69.34000000000015,SessionEnd,11682.064371428554,False
2026-03-04 14:00:00,2026-03-04 16:00:00,short,5147.475,5149.67,5185.325142857143,5052.849642857143,0.03,-2.194999999999709,-6.584999999999127,SessionEnd,11675.479371428555,False
2026-03-06 11:00:00,2026-03-06 13:00:00,short,5077.28,5105.250714285714,5105.250714285714,5007.353214285714,0.04,-27.970714285714166,-111.88285714285666,SL,11563.596514285699,False
2026-03-09 13:00:00,2026-03-09 16:00:00,short,5074.39,5104.74,5116.663428571429,4968.706428571429,0.03,-30.349999999999454,-91.04999999999836,SessionEnd,11472.5465142857,False
2026-03-13 13:00:00,2026-03-13 14:00:00,short,5102.24,5047.054999999999,5124.313999999999,5047.054999999999,0.05,55.1850000000004,275.925000000002,TP,11748.471514285702,False
2026-03-16 07:00:00,2026-03-16 13:00:00,short,4995.615,5028.751714285714,5028.751714285714,4912.773214285714,0.04,-33.13671428571433,-132.54685714285733,SL,11615.924657142845,False
2026-03-18 07:00:00,2026-03-18 09:00:00,short,4995.195,4994.695,4994.695,4953.651428571428,0.07,0.5,3.5000000000000004,SL,11619.424657142845,True
2026-03-18 10:00:00,2026-03-18 12:00:00,short,4967.955,4919.255357142857,4953.382142857143,4919.255357142857,0.06,48.69964285714286,292.1978571428572,TP,11911.622514285702,True
