time,open,high,low,close
2024-06-19T00:00:00,2328.273,2329.962,2328.014,2329.447
2024-06-19T01:00:00,2329.414,2330.921,2326.492,2330.069
2024-06-19T02:00:00,2330.067,2331.271,2328.911,2330.282
2024-06-19T03:00:00,2330.288,2331.748,2327.928,2328.27
2024-06-19T04:00:00,2328.222,2328.469,2327.24,2327.92
2024-06-19T05:00:00,2327.916,2330.026,2326.797,2329.299
2024-06-19T06:00:00,2329.343,2330.719,2328.357,2330.243
2024-06-19T07:00:00,2330.238,2332.694,2329.745,2331.767
2024-06-19T08:00:00,2331.812,2334.963,2331.812,2332.541
2024-06-19T09:00:00,2332.539,2332.753,2327.669,2328.113
2024-06-19T10:00:00,2328.107,2329.911,2327.37,2327.924
2024-06-19T11:00:00,2327.924,2331.059,2325.741,2330.404
2024-06-19T12:00:00,2330.389,2332.907,2325.163,2328.307
2024-06-19T13:00:00,2328.298,2331.395,2326.728,2328.227
2024-06-19T14:00:00,2328.17,2328.422,2323.675,2326.142
2024-06-19T15:00:00,2326.091,2329.777,2325.193,2329.774
2024-06-19T16:00:00,2329.783,2331.336,2328.882,2329.464
2024-06-19T17:00:00,2329.412,2330.864,2329.187,2329.971
2024-06-19T22:00:00,2329.947,2330.545,2329.088,2330.4
2024-06-19T23:00:00,2330.415,2330.415,2328.649,2329.342
2024-06-20T00:00:00,2329.361,2329.771,2327.74,2329.681
2024-06-20T01:00:00,2329.667,2338.98,2329.667,2336.301
2024-06-20T02:00:00,2336.292,2337.309,2332.822,2333.74
2024-06-20T03:00:00,2333.731,2334.345,2332.345,2333.902
2024-06-20T04:00:00,2333.897,2340.912,2333.691,2340.356
2024-06-20T05:00:00,2340.349,2344.925,2339.738,2340.216
2024-06-20T06:00:00,2340.271,2345.677,2340.178,2344.069
2024-06-20T07:00:00,2344.124,2344.984,2338.448,2338.581
2024-06-20T08:00:00,2338.533,2338.669,2332.637,2333.319
2024-06-20T09:00:00,2333.321,2335.728,2331.557,2334.59
2024-06-20T10:00:00,2334.646,2340.586,2333.439,2339.486
2024-06-20T11:00:00,2339.444,2341.376,2337.695,2339.247
2024-06-20T12:00:00,2339.292,2344.056,2335.23,2338.495
2024-06-20T13:00:00,2338.54,2349.414,2336.632,2349.223
2024-06-20T14:00:00,2349.268,2364.973,2348.86,2364.061
2024-06-20T15:00:00,2364.048,2365.487,2351.332,2353.737
2024-06-20T16:00:00,2353.725,2357.139,2352.795,2356.313
2024-06-20T17:00:00,2356.324,2357.55,2354.593,2357.293
2024-06-20T18:00:00,2357.341,2361.003,2357.247,2357.934
2024-06-20T19:00:00,2358.006,2359.811,2357.589,2358.812
2024-06-20T20:00:00,2358.856,2360.075,2358.166,2359.908
2024-06-20T22:00:00,2360.374,2360.374,2358.157,2359.41
2024-06-20T23:00:00,2359.399,2361.131,2358.833,2360.745
2024-06-21T00:00:00,2360.764,2364.834,2360.764,2364.067
2024-06-21T01:00:00,2364.119,2364.171,2357.068,2359.61
2024-06-21T02:00:00,2359.651,2361.607,2358.116,2359.328
2024-06-21T03:00:00,2359.35,2362.193,2358.686,2362.135
2024-06-21T04:00:00,2362.162,2362.984,2361.003,2362.908
2024-06-21T05:00:00,2362.902,2365.602,2362.18,2364.489
2024-06-21T06:00:00,2364.447,2364.447,2357.907,2358.465
2024-06-21T07:00:00,2358.423,2364.38,2355.088,2362.884
2024-06-21T08:00:00,2362.932,2368.105,2362.628,2365.257
2024-06-21T09:00:00,2365.213,2367.301,2362.838,2363.935
2024-06-21T10:00:00,2363.954,2364.151,2361.277,2363.573
2024-06-21T11:00:00,2363.573,2368.745,2363.417,2366.216
2024-06-21T12:00:00,2366.269,2368.044,2360.381,2360.65
2024-06-21T13:00:00,2360.617,2363.759,2334.682,2340.543
2024-06-21T14:00:00,2340.491,2340.542,2328.502,2329.88
2024-06-21T15:00:00,2329.922,2334.739,2323.277,2327.893
2024-06-21T16:00:00,2327.946,2329.353,2323.668,2324.746
2024-06-21T17:00:00,2324.7,2325.142,2316.669,2319.271
2024-06-21T18:00:00,2319.284,2322.785,2316.701,2322.115
2024-06-21T19:00:00,2322.124,2323.353,2320.363,2322.054
2024-06-21T20:00:00,2322.105,2322.653,2320.76,2321.502
2024-06-23T22:00:00,2321.11,2322.193,2320.409,2321.489
2024-06-23T23:00:00,2321.493,2321.493,2317.689,2319.185
2024-06-24T00:00:00,2319.175,2321.733,2317.852,2320.882
2024-06-24T01:00:00,2320.915,2326.251,2319.017,2323.64
2024-06-24T02:00:00,2323.582,2325.144,2319.548,2324.73
2024-06-24T03:00:00,2324.68,2326.643,2324.313,2325.395
2024-06-24T04:00:00,2325.405,2326.611,2324.092,2324.506
2024-06-24T05:00:00,2324.495,2327.254,2323.609,2325.112
2024-06-24T06:00:00,2325.064,2325.303,2321.35,2323.507
2024-06-24T07:00:00,2323.437,2331.788,2321.69,2330.705
2024-06-24T08:00:00,2330.72,2332.775,2329.133,2330.57
2024-06-24T09:00:00,2330.538,2330.98,2320.767,2325.041
2024-06-24T10:00:00,2325.023,2327.13,2324.448,2325.169
2024-06-24T11:00:00,2325.162,2328.054,2324.053,2326.19
2024-06-24T12:00:00,2326.235,2327.829,2323.284,2327.604
2024-06-24T13:00:00,2327.604,2333.831,2325.826,2328.052
2024-06-24T14:00:00,2328.008,2333.663,2326.902,2330.708
2024-06-24T15:00:00,2330.654,2333.113,2327.42,2327.626
2024-06-24T16:00:00,2327.581,2332.215,2326.822,2331.641
2024-06-24T17:00:00,2331.602,2333.164,2330.506,2331.975
2024-06-24T18:00:00,2331.977,2334.631,2331.91,2333.783
